faa,name,lat,lon,alt,tz,dst,tzone,state
HWO,North Perry,26.1222,-80.240722,8,-5,A,America/New_York,florida
HXD,Hilton Head Airport,32.2243611,-80.6974722,19,-5,A,America/New_York,south carolina
HYA,Barnstable Muni Boardman Polando Fld,41.669336,-70.280356,55,-5,A,America/New_York,massachusetts
HYG,Hydaburg Seaplane Base,55.206389,-132.828333,0,-9,A,America/Anchorage,alaska
HYL,Hollis Seaplane Base,55.481667,-132.646111,0,-9,A,America/Anchorage,alaska
HYS,Hays Regional Airport,38.8422,-99.2732,1998,-6,A,America/Chicago,kansas
HZL,Hazleton Municipal,40.989167,-76.0025,1603,-5,A,America/New_York,pennsylvania
IAB,Mc Connell Afb,37.621853,-97.268192,1371,-6,A,America/Chicago,kansas
IAD,Washington Dulles Intl,38.944533,-77.455811,313,-5,A,America/New_York,virginia
IAG,Niagara Falls Intl,43.107333,-78.946194,589,-5,A,America/New_York,new york
IAH,George Bush Intercontinental,29.984433,-95.341442,97,-6,A,America/Chicago,texas
IAN,Bob Baker Memorial Airport,66.975833,-160.436667,166,-9,A,America/Anchorage,alaska
ICT,Wichita Mid Continent,37.649944,-97.433056,1333,-6,A,America/Chicago,kansas
ICY,Icy Bay Airport,59.968889,-141.661667,50,-9,A,America/Anchorage,alaska
IDA,Idaho Falls Rgnl,43.514556,-112.07075,4744,-7,A,America/Denver,idaho
IDL,Idlewild Intl,40.639751,-73.778924,13,-5,A,America/New_York,new york
IFP,Laughlin-Bullhead Intl,35.1574,-114.56,695,-7,A,America/Phoenix,arizona
IGG,Igiugig Airport,59.324,-155.902,90,-9,A,America/Anchorage,alaska
IGM,Kingman Airport,35.2595,-113.938,3449,-7,A,America/Phoenix,arizona
IGQ,Lansing Municipal,41.5349167,-87.5295278,620,-6,A,America/Chicago,illinois
IJD,Windham Airport,41.7440278,-72.1802222,246,-5,A,America/New_York,connecticut
IKK,Greater Kankakee,41.71389,-87.846278,630,-6,A,America/Chicago,michigan
IKO,Nikolski Air Station,52.941667,-168.848889,77,-9,A,America/Anchorage,alaska
IKR,Kirtland Air Force Base,35.40222,-106.609194,5355,-7,A,America/Denver,new mexico
IKV,Ankeny Regl Airport,41.691389,-93.566389,910,-6,A,America/Chicago,iowa
ILG,New Castle,39.678722,-75.606528,79,-5,A,America/New_York,delaware
ILI,Iliamna,59.754356,-154.910961,186,-9,A,America/Anchorage,alaska
ILM,Wilmington Intl,34.270615,-77.902569,32,-5,A,America/New_York,north carolina
ILN,Wilmington Airborne Airpark,39.42792,-83.792118,1077,-5,U,America/New_York,ohio
IMM,Immokalee,26.433889,-81.401389,37,-5,A,America/New_York,florida
IMT,Ford Airport,45.8183611,-88.1145556,1182,-6,A,America/Chicago,michigan
IND,Indianapolis Intl,39.717331,-86.294383,797,-5,A,America/New_York,indiana
INJ,Hillsboro Muni,32.83486,-97.097228,685,-6,A,America/Chicago,texas
INK,Winkler Co,31.779628,-103.201361,2822,-6,A,America/Chicago,texas
INL,Falls Intl,48.566186,-93.403067,1185,-6,A,America/Chicago,minnesota
INS,Creech Afb,36.587183,-115.673353,3133,-8,A,America/Los_Angeles,nevada
INT,Smith Reynolds,36.133722,-80.222,969,-5,A,America/New_York,north carolina
INW,Winslow-Lindbergh Regional Airport,35.219167,-110.7225278,4941,-7,N,America/Phoenix,arizona
IOW,Iowa City Municipal Airport,41.639244,-91.546503,668,-6,A,America/Chicago,iowa
IPL,Imperial Co,32.834219,-115.578744,-54,-8,A,America/Los_Angeles,california
IPT,Williamsport Rgnl,41.241836,-76.921094,529,-5,A,America/New_York,pennsylvania
IRC,Circle City Airport,65.827778,-144.076111,613,-9,A,America/Anchorage,alaska
IRK,Kirksville Regional Airport,40.935,-92.5449,966,-6,A,America/Chicago,missouri
ISM,Kissimmee Gateway Airport,28.289806,-81.437083,82,-5,A,America/New_York,florida
ISN,Sloulin Fld Intl,48.177939,-103.642347,1982,-6,A,America/Chicago,north dakota
ISO,Kinston Regional Jetport,35.331389,-77.608889,94,-5,A,America/New_York,north carolina
ISP,Long Island Mac Arthur,40.79525,-73.100222,99,-5,A,America/New_York,new york
ISW,Alexander Field South Wood County Airport,44.3606456,-89.8381412,1021,-6,A,America/Chicago,wisconsin
ITH,Ithaca Tompkins Rgnl,42.491028,-76.458444,1099,-5,A,America/New_York,new york
ITO,Hilo Intl,19.721375,-155.048469,38,-10,N,Pacific/Honolulu,hawaii
IWD,Gogebic Iron County Airport,46.5274747,-90.1313967,1230,-6,U,America/Chicago,michigan
IWS,West Houston,29.818194,-95.672611,111,-6,A,America/Chicago,texas
IYK,Inyokern Airport,35.658889,-117.829444,2455,-8,A,America/Los_Angeles,california
IZG,Eastern Slopes Regional,43.9911389,-70.9478889,455,-5,A,America/New_York,maine
JAC,Jackson Hole Airport,43.607333333,-110.73775,6451,-7,A,America/Denver,wyoming
JAN,Jackson Evers Intl,32.311167,-90.075889,346,-6,A,America/Chicago,mississippi
JAX,Jacksonville Intl,30.494056,-81.687861,30,-5,A,America/New_York,florida
JBR,Jonesboro Muni,35.831708,-90.646417,262,-6,A,America/Chicago,arkansas
JCI,New Century AirCenter Airport,38.8309167,-94.8903056,1087,-6,A,America/Chicago,kansas
JEF,Jefferson City Memorial Airport,38.5912,-92.1561,549,-6,A,America/Chicago,missouri
JES,Jesup-Wayne County Airport,31.553889,-81.8825,107,-5,A,America/New_York,georgia
JFK,John F Kennedy Intl,40.639751,-73.778925,13,-5,A,America/New_York,new york
JGC,Grand Canyon Heliport,35.96666666,-112.1333333,2500,-7,A,America/Phoenix,arizona
JHM,Kapalua,20.962936,-156.673031,256,-10,N,Pacific/Honolulu,hawaii
JHW,Chautauqua County-Jamestown,42.153333,-79.258056,525,-5,A,America/New_York,new york
JKA,Jack Edwards Airport,30.2896389,-87.6717778,17,-6,A,America/Chicago,alabama
JLN,Joplin Rgnl,37.151814,-94.498269,981,-6,A,America/Chicago,missouri
JMS,Jamestown Regional Airport,46.9297,-98.6782,1498,-6,A,America/Chicago,north dakota
JNU,Juneau Intl,58.354972,-134.576278,21,-9,A,America/Anchorage,alaska
JOT,Regional Airport,41.517778,-88.175556,582,-6,A,America/Chicago,illinois
JRA,West 30th St. Heliport,40.7545,-74.0071,7,-5,A,America/New_York,new jersey
JRB,Wall Street Heliport,40.701214,-74.009028,7,-5,A,America/New_York,new jersey
JST,John Murtha Johnstown-Cambria County Airport,40.316111,-78.833889,2284,-5,A,America/New_York,pennsylvania
JVL,Southern Wisconsin Regional Airport,42.62025,-89.0415556,808,-6,A,America/Chicago,wisconsin
JXN,Reynolds Field,42.260556,-84.460556,1001,-5,A,America/New_York,michigan
JYL,Plantation Airpark,32.6452778,-81.5971111,188,-5,A,America/New_York,georgia
JYO,Leesburg Executive Airport,39.78,-77.558,389,-5,A,America/New_York,virginia
JZP,Pickens County Airport,34.4534722,-84.4572222,1535,-5,A,America/New_York,georgia
K03,Wainwright As,70.613378,-159.86035,35,-9,A,America/Anchorage,alaska
K27,Burrello-Mechanicville Airport,42.893133,-73.66845,195,-5,A,America/New_York,new york
K83,Sabetha Municipal,39.5425,-95.4677,1330,-6,A,America/Chicago,kansas
KAE,Kake Seaplane Base,56.973056,-133.945556,0,-9,A,America/Anchorage,alaska
KAL,Kaltag Airport,64.3191,-158.741,187,-9,A,America/Anchorage,alaska
KBC,Birch Creek Airport,66.256708,-145.815319,450,-9,A,America/Anchorage,wisconsin
KBW,Chignik Bay Seaplane Base,56.295556,-158.401398,0,-9,A,America/Anchorage,alaska
KCC,Coffman Cove Seaplane Base,56.14722,-132.833889,0,-9,A,America/Anchorage,alaska
KCL,Chignik Lagoon Airport,56.311111,-158.534167,25,-9,A,America/Anchorage,alaska
KCQ,Chignik Lake Airport,56.255,-158.775278,50,-9,A,America/Anchorage,alaska
KEH,Kenmore Air Harbor Inc Seaplane Base,47.7548,-122.259,14,-8,A,America/Los_Angeles,washington
KEK,Ekwok Airport,59.356944,-157.471111,135,-9,A,America/Anchorage,alaska
KFP,False Pass Airport,54.8475,-163.410278,20,-9,A,America/Anchorage,alaska
KGK,Koliganek Airport,59.726667,-157.259444,269,-9,A,America/Anchorage,alaska
KGX,Grayling Airport,62.894444,-160.065,99,-9,A,America/Anchorage,alaska
KKA,Koyuk Alfred Adams Airport,64.939444,-161.154167,154,-9,A,America/Anchorage,alaska
KKB,Kitoi Bay Seaplane Base,58.190833,-152.370556,0,-9,A,America/Anchorage,alaska
KKH,Kongiganak Airport,59.960833,-162.881111,30,-9,A,America/Anchorage,alaska
KLG,Kalskag Airport,61.5363,-160.341,55,-9,A,America/Anchorage,alaska
KLL,Levelock Airport,59.128056,-156.858611,39,-9,A,America/Anchorage,alaska
KLN,Larsen Bay Airport,57.535,-153.976667,87,-9,A,America/Anchorage,alaska
KLS,Kelso Longview,46.118,-122.898389,20,-8,A,America/Los_Angeles,washington
KLW,Klawock Airport,55.579167,-133.076111,80,-9,A,America/Anchorage,alaska
KMO,Manokotak Airport,58.990278,-159.05,51,-9,A,America/Anchorage,alaska
KMY,Moser Bay Seaplane Base,57.25556,-154.145833,0,-9,A,America/Anchorage,alaska
KNW,New Stuyahok Airport,59.4499,-157.328,302,-9,A,America/Anchorage,alaska
KOA,Kona Intl At Keahole,19.738767,-156.045631,47,-10,N,Pacific/Honolulu,hawaii
KOT,Kotlik Airport,63.30556,-163.532778,15,-9,A,America/Anchorage,alaska
KOY,Olga Bay Seaplane Base,57.161389,-154.229722,0,-9,A,America/Anchorage,alaska
KOZ,Ouzinkie Airport,57.922876,-152.500511,55,-9,A,America/Anchorage,alaska
KPB,Point Baker Seaplane Base,56.351944,-133.6225,0,-9,A,America/Anchorage,alaska
KPC,Port Clarence Coast Guard Station,65.2537,-166.859,10,-9,A,America/Anchorage,alaska
KPN,Kipnuk Airport,59.933056,-164.030556,11,-9,A,America/Anchorage,alaska
KPR,Port Williams Seaplane Base,58.49,-152.582222,0,-9,A,America/Anchorage,alaska
KPV,Perryville Airport,55.906667,-159.160833,29,-9,A,America/Anchorage,alaska
KPY,Port Bailey Seaplane Base,57.93,-153.040556,0,-9,A,America/Anchorage,alaska
KQA,Akutan Seaplane Base,54.1325,-165.785,0,-9,A,America/Anchorage,alaska
KSM,St Marys Airport,62.605,-163.302,311,-9,A,America/Anchorage,alaska
KTB,Thorne Bay Seaplane Base,55.688056,-132.536667,0,-9,A,America/Anchorage,alaska
KTN,Ketchikan Intl,55.355556,-131.71375,88,-9,A,America/Anchorage,alaska
KTS,Brevig Mission Airport,65.331389,-166.465833,35,-9,A,America/Anchorage,alaska
KUK,Kasigluk Airport,60.873333,-162.524444,40,-9,A,America/Anchorage,alaska
KVC,King Cove Airport,55.1163,-162.266,155,-9,A,America/Anchorage,alaska
KVL,Kivalina Airport,67.7362,-164.563,13,-9,A,America/Anchorage,alaska
KWK,Kwigillingok Airport,59.876389,-163.168611,18,-9,A,America/Anchorage,alaska
KWN,Quinhagak Airport,59.755,-161.845278,42,-9,A,America/Anchorage,alaska
KWP,West Point Village Seaplane Base,57.77,-153.548889,0,-9,A,America/Anchorage,alaska
KWT,Kwethluk Airport,60.790278,-161.443611,30,-9,A,America/Anchorage,alaska
KYK,Karuluk Airport,57.566944,-154.450278,137,-9,A,America/Anchorage,alaska
KYU,Koyukuk Airport,64.875833,-157.730556,149,-9,A,America/Anchorage,alaska
KZB,Zachar Bay Seaplane Base,57.55,-153.75,0,-9,A,America/Anchorage,alaska
L06,Furnace Creek,36.273,-116.515,0,-8,A,America/Los_Angeles,alabama
L35,Big Bear City,34.2637778,-116.8560278,6725,-8,A,America/Los_Angeles,alabama
L52,Oceano County Airport,35.10147222,-120.6223611,14,-8,U,America/Los_Angeles,california
LAA,Lamar Muni,38.69694,-102.6885,3706,-7,A,America/Denver,colorado
LAF,Purude University Airport,40.4123056,-86.9368889,606,-5,A,America/New_York,indiana
LAL,Lakeland Linder Regional Airport,27.9889167,-82.0185556,142,-5,A,America/New_York,florida
LAM,Los Alamos Airport,35.8798019,-106.2694153,7171,-7,A,America/Denver,new mexico
LAN,Capital City,42.7787,-84.587357,861,-5,A,America/New_York,pennsylvania
LAR,Laramie Regional Airport,41.3121,-105.675,7284,-7,A,America/Denver,wyoming
LAS,Mc Carran Intl,36.80056,-115.15225,2141,-8,A,America/Los_Angeles,nevada
LAW,Lawton-Fort Sill Regional Airport,34.5677144,-98.4166367,1110,-6,A,America/Chicago,oklahoma
LAX,Los Angeles Intl,33.942536,-118.408075,126,-8,A,America/Los_Angeles,california
LBB,Lubbock Preston Smith Intl,33.663639,-101.822778,3282,-6,A,America/Chicago,texas
LBE,Arnold Palmer Regional Airport,40.2759,-79.4048,1185,-5,A,America/New_York,pennsylvania
LBF,North Platte Regional Airport Lee Bird Field,41.1262,-100.684,2776,-6,A,America/Chicago,nebraska
LBL,Liberal Muni,37.44222,-100.95986,2885,-6,A,America/Chicago,kansas
LBT,Municipal Airport,34.6098056,-79.0595556,125,-5,A,America/New_York,north carolina
LCH,Lake Charles Rgnl,30.126112,-93.223335,15,-6,A,America/Chicago,delaware
LCK,Rickenbacker Intl,39.813786,-82.927822,744,-5,A,America/New_York,ohio
LCQ,Lake City Municipal Airport,30.181944,-82.576944,201,-5,A,America/New_York,florida
LDJ,Linden Airport,40.6174472,-74.2445942,23,-5,A,America/New_York,new jersey
LEB,Lebanon Municipal Airport,43.6261,-72.3042,603,-5,A,America/New_York,new hampshire
LEW,Lewiston Maine,44.484728,-70.2835075,288,-5,A,America/New_York,maine
LEX,Blue Grass,38.365,-84.605889,979,-5,A,America/New_York,kentucky
LFI,Langley Afb,37.82881,-76.360547,11,-5,A,America/New_York,virginia
LFK,Angelina Co,31.234014,-94.75,296,-6,A,America/Chicago,texas
LFT,Lafayette Rgnl,30.205278,-91.987611,43,-6,A,America/Chicago,louisiana
LGA,La Guardia,40.777245,-73.872608,22,-5,A,America/New_York,new york
LGB,Long Beach,33.817722,-118.151611,60,-8,A,America/Los_Angeles,california
LGC,LaGrange-Callaway Airport,33.88611,-85.0726111,694,-5,A,America/New_York,georgia
LGU,Logan-Cache,41.791,-111.852,4457,-7,A,America/Denver,utah
LHD,Lake Hood Seaplane Base,61.1866382,-149.9653918,71,-9,A,America/Anchorage,alaska
LHM,Lincoln Regional Airport Karl Harder Field,38.9091667,-121.3513333,121,-8,A,America/Los_Angeles,california
LHV,William T. Piper Mem.,41.1357778,-77.4223056,556,-5,A,America/New_York,pennsylvania
LHX,La Junta Muni,38.49719,-103.509431,4238,-7,A,America/Denver,colorado
LIH,Lihue,21.975983,-159.338958,153,-10,N,Pacific/Honolulu,hawaii
LIT,Adams Fld,34.729444,-92.224306,262,-6,A,America/Chicago,arkansas
LIV,Livingood Airport,65.531111,-148.541111,696,-9,A,America/Anchorage,alaska
LKE,Kenmore Air Harbor Seaplane Base,47.629,-122.339,14,-8,A,America/Los_Angeles,washington
LKK,Kulik Lake Airport,58.96591,-155.108089,1000,-9,U,America/Anchorage,alaska
LKP,Lake Placid Airport,44.264444,-73.961944,1747,-5,A,America/New_York,new york
LMT,Klamath Falls Airport,42.1561,-121.733,4095,-8,A,America/Los_Angeles,oregon
LNA,Palm Beach Co Park,26.593,-80.085056,14,-5,A,America/New_York,florida
LNK,Lincoln,40.850971,-96.75925,1219,-6,A,America/Chicago,nebraska
LNN,Lost Nation Municipal Airport,41.6840278,-81.38975,626,-5,A,America/New_York,ohio
LNR,Tri-County Regional Airport,43.211667,-90.181667,718,-6,A,America/Chicago,wisconsin
LNS,Lancaster Airport,40.1217,-76.2961,403,-5,A,America/New_York,texas
LNY,Lanai,20.785611,-156.951419,1308,-10,N,Pacific/Honolulu,hawaii
LOT,Lewis University Airport,41.606326,-88.083003,680,-6,A,America/Chicago,illinois
LOU,Bowman Fld,38.228,-85.663722,546,-5,A,America/New_York,kentucky
LOZ,London-Corbin Airport-MaGee Field,37.868889,-84.0773889,1212,-5,A,America/New_York,kentucky
LPC,Lompoc Airport,34.6656,-120.4675,88,-8,A,America/Los_Angeles,california
LPR,Lorain County Regional Airport,41.3442778,-82.1776389,793,-5,A,America/New_York,ohio
LPS,Lopez Island Airport,48.4839,-122.938,209,-8,A,America/Los_Angeles,washington
LRD,Laredo Intl,27.54375,-99.461556,508,-6,A,America/Chicago,texas
LRF,Little Rock Afb,34.916944,-92.149722,311,-6,A,America/Chicago,arkansas
LRO,Mount Pleasant Regional-Faison Field,32.5387,-79.4697,12,-5,A,NA,south carolina
LRU,Las Cruces Intl,32.289417,-106.921972,4456,-7,A,America/Denver,new mexico
LSE,La Crosse Municipal,43.878986,-91.256711,654,-6,A,America/Chicago,wisconsin
LSF,Lawson Aaf,32.337322,-84.991283,232,-5,A,America/New_York,georgia
LSV,Nellis Afb,36.236197,-115.034253,1870,-8,A,America/Los_Angeles,nevada
LTS,Altus Afb,34.667067,-99.266681,1382,-6,A,America/Chicago,oklahoma
LUF,Luke Afb,33.535,-112.38306,1085,-7,A,America/Phoenix,arizona
LUK,Cincinnati Muni Lunken Fld,39.103333,-84.418611,483,-5,A,America/New_York,ohio
LUP,Kalaupapa Airport,21.211,-156.974,24,-10,A,Pacific/Honolulu,hawaii
LUR,Cape Lisburne Lrrs,68.875133,-166.110022,12,-9,A,America/Anchorage,alaska
LVK,Livermore Municipal,37.41362,-121.49133,400,-8,A,America/Los_Angeles,california
LVM,Mission Field Airport,45.6993889,-110.4483056,4660,-7,A,America/Denver,montana
LVS,Las Vegas Muni,35.654222,-105.142389,6877,-7,A,America/Denver,new mexico
LWA,South Haven Area Regional Airport,42.3511944,-86.2556389,666,-5,A,America/New_York,michigan
LWB,Greenbrier Valley Airport,37.858333,-80.399444,2302,-5,U,America/New_York,west virginia
LWC,Lawrence Municipal,39.9167,-95.2175,833,-6,A,America/Chicago,kansas
LWM,Lawrence Municipal Airport,42.7171944,-71.1234167,148,-5,A,America/New_York,kansas
LWS,Lewiston Nez Perce Co,46.3745,-117.015389,1442,-8,A,America/Los_Angeles,idaho
LWT,Lewistown Municipal Airport,47.493,-109.467,4170,-7,A,America/Denver,montana
LXY,Mexia - Limestone County Airport,31.6411783,-96.5144594,544,-6,A,America/Chicago,texas
LYH,Lynchburg Regional Preston Glenn Field,37.3267,-79.2004,938,-5,A,America/New_York,virginia
LYU,Ely Municipal,47.824444,-91.830833,1456,-6,A,America/Chicago,minnesota
LZU,Gwinnett County Airport-Briscoe Field,33.9780761,-83.9623772,1061,-5,A,America/New_York,georgia
M94,Desert Aire,46.4124,-119.5518,586,-8,A,America/Los_Angeles,washington
MAE,Madera Municipal Airport,36.9886111,-120.1124444,255,-8,A,America/Los_Angeles,california
MAF,Midland Intl,31.942528,-102.201914,2871,-6,A,America/Chicago,texas
MBL,Manistee County-Blacker Airport,44.2725,-86.246944,621,-5,A,America/New_York,michigan
MBS,Mbs Intl,43.532913,-84.079647,668,-5,A,America/New_York,michigan
MCC,Mc Clellan Afld,38.667639,-121.400611,75,-8,A,America/Los_Angeles,california
MCD,Mackinac Island Airport,45.8649344,-84.637344,740,-5,U,America/New_York,michigan
MCE,Merced Municipal Airport,37.284722,-120.513889,156,-8,A,America/Los_Angeles,california
MCF,Macdill Afb,27.849339,-82.521214,14,-5,A,America/New_York,florida
MCG,McGrath Airport,62.9529,-155.606,338,-9,A,America/Anchorage,alaska
MCI,Kansas City Intl,39.297606,-94.713905,1026,-6,A,America/Chicago,missouri
MCK,McCook Regional Airport,40.206389,-100.592222,2583,-6,A,America/Chicago,nebraska
MCL,McKinley National Park Airport,63.732757,-148.91129,1720,-9,A,America/Anchorage,alaska
MCN,Middle Georgia Rgnl,32.69285,-83.649211,354,-5,A,America/New_York,georgia
MCO,Orlando Intl,28.429394,-81.308994,96,-5,A,America/New_York,florida
MCW,Mason City Municipal,43.2247,-93.4067,1243,-6,A,America/Chicago,iowa
MDT,Harrisburg Intl,40.193494,-76.763403,310,-5,A,America/New_York,pennsylvania
MDW,Chicago Midway Intl,41.785972,-87.752417,620,-6,A,America/Chicago,illinois
ME5,Banks Airport,44.1653889,-68.4281667,100,-5,A,America/New_York,maine
MEI,Key Field,32.332624,-88.751868,297,-6,A,America/Chicago,mississippi
MEM,Memphis Intl,35.42417,-89.976667,341,-6,A,America/Chicago,tennessee
MER,Castle,37.380481,-120.568189,189,-8,A,America/Los_Angeles,california
MFD,Mansfield Lahm Regional,40.8214167,-82.5166389,1297,-5,A,America/New_York,ohio
MFE,Mc Allen Miller Intl,26.175833,-98.238611,107,-6,A,America/Chicago,texas
MFI,Marshfield Municipal Airport,44.6368797,-90.1893267,1278,-6,A,America/Chicago,wisconsin
MFR,Rogue Valley Intl Medford,42.374228,-122.8735,1335,-8,A,America/Los_Angeles,oregon
MGC,Michigan City Municipal Airport,41.7033,-86.8211,500,-6,A,America/Chicago,indiana
MGE,Dobbins Arb,33.915382,-84.516319,1068,-5,A,America/New_York,georgia
MGJ,Orange County Airport,41.5099884,-74.2646444,364,-5,A,America/New_York,new york
MGM,Montgomery Regional Airport,32.3006389,-86.3939722,221,-6,A,America/Chicago,alabama
MGR,Moultrie Municipal Airport,31.849167,-83.80325,294,-5,A,America/New_York,georgia
MGW,Morgantown Muni Walter L Bill Hart Fld,39.642908,-79.916314,1248,-5,A,America/New_York,west virginia
MGY,Dayton-Wright Brothers Airport,39.5889722,-84.2248611,957,-5,U,America/New_York,ohio
MHK,Manhattan Reigonal,39.140972,-96.670833,1057,-6,A,America/Chicago,kansas
MHM,Minchumina Airport,63.886111,-152.301944,678,-9,A,America/Anchorage,alaska
MHR,Sacramento Mather,38.553897,-121.297592,96,-8,A,America/Los_Angeles,california
MHT,Manchester Regional Airport,42.932556,-71.435667,266,-5,A,America/New_York,new hampshire
MHV,Mojave,35.59364,-118.151856,2791,-8,A,America/Los_Angeles,california
MIA,Miami Intl,25.79325,-80.290556,8,-5,A,America/New_York,florida
MIB,Minot Afb,48.415572,-101.357661,1668,-6,A,America/Chicago,north dakota
MIC,Crystal Airport,45.343,-93.2114,869,-6,A,America/Chicago,oklahoma
MIE,Delaware County Airport,40.2424722,-85.39575,937,-5,U,America/New_York,indiana
MIV,Millville Muni,39.367806,-75.072222,85,-5,A,America/New_York,new jersey
MKC,Downtown,39.1275,-94.598889,759,-6,A,America/Chicago,missouri
MKE,General Mitchell Intl,42.947222,-87.896583,723,-6,A,America/Chicago,wisconsin
MKG,Muskegon County Airport,43.1695,-86.2382,628,-5,A,America/New_York,michigan
MKK,Molokai,21.152886,-157.096256,454,-10,N,Pacific/Honolulu,hawaii
MKL,Mc Kellar Sipes Rgnl,35.599889,-88.915611,434,-6,A,America/Chicago,tennessee
MKO,Davis Fld,35.656489,-95.366656,612,-6,A,America/Chicago,oklahoma
MLB,Melbourne Intl,28.102753,-80.645258,33,-5,A,America/New_York,florida
MLC,Mc Alester Rgnl,34.882403,-95.783463,770,-6,A,America/Chicago,oklahoma
MLD,Malad City,42.17,-112.289,4503,-7,A,America/Denver,idaho
MLI,Quad City Intl,41.448528,-90.507539,590,-6,A,America/Chicago,illinois
MLJ,Baldwin County Airport,33.154225,-83.2414139,385,-5,A,America/New_York,georgia
MLL,Marshall Don Hunter Sr. Airport,61.8646418,-162.026111,103,-9,A,America/Anchorage,alaska
MLS,Frank Wiley Field,46.428,-105.886,2630,-7,A,America/Denver,montana
MLT,Millinocket Muni,45.647836,-68.685561,408,-5,A,America/New_York,maine
MLU,Monroe Rgnl,32.510864,-92.037689,79,-6,A,America/Chicago,louisiana
MLY,Manley Hot Springs Airport,64.9975,-150.644167,270,-9,A,America/Anchorage,alaska
MMH,Mammoth Yosemite Airport,37.624049,-118.837772,7128,-8,A,America/Los_Angeles,california
MMI,McMinn Co,35.39919,-84.56177,874,-5,N,America/New_York,tennessee
MMU,Morristown Municipal Airport,40.79935,-74.4148747,187,-5,A,America/New_York,new jersey
MMV,Mc Minnville Muni,45.194444,-123.135944,163,-8,A,America/Los_Angeles,oregon
MNM,Menominee Marinette Twin Co,45.12665,-87.638443,625,-6,A,America/Chicago,michigan
MNT,Minto Airport,65.143611,-149.37,460,-9,A,America/Anchorage,alaska
MNZ,Manassas,38.721389,-77.515556,192,-5,A,America/New_York,virginia
MOB,Mobile Rgnl,30.691231,-88.242814,219,-6,A,America/Chicago,alabama
MOD,Modesto City Co Harry Sham,37.625817,-120.954422,97,-8,A,America/Los_Angeles,california
MOT,Minot Intl,48.259378,-101.280333,1716,-6,A,America/Chicago,north dakota
MOU,Mountain Village Airport,62.954,-163.682,337,-9,A,America/Anchorage,alaska
MPB,Miami Seaplane Base,25.7783,-80.1703,0,-5,A,America/New_York,florida
MPI,MariposaYosemite,37.3039,-120.0222,2454,-8,A,America/Los_Angeles,california
MPV,Edward F Knapp State,44.203503,-72.562328,1165,-5,A,America/New_York,vermont
MQB,Macomb Municipal Airport,40.5200833,-90.6523889,707,-6,U,America/Chicago,illinois
MQI,Dare County Regional,35.5514,-75.4173,13,-5,A,America/New_York,north carolina
MQT,Sawyer International Airport,46.353611,-87.395278,1221,-5,A,America/New_York,michigan
MRB,Eastern WV Regional Airport,39.2407,-77.591,554,-5,A,America/New_York,pennsylvania
MRI,Merrill Fld,61.213544,-149.844447,137,-9,A,America/Anchorage,alaska
MRK,Marco Islands,25.9950278,-81.6725278,5,-5,A,America/New_York,florida
MRN,Foothills Regional Airport,35.8202336,-81.6115119,1270,-5,A,America/New_York,north carolina
MRY,Monterey Peninsula,36.587,-121.842944,257,-8,A,America/Los_Angeles,california
MSL,Northwest Alabama Regional Airport,34.7453,-87.6102,550,-6,A,America/Chicago,alabama
MSN,Dane Co Rgnl Truax Fld,43.139858,-89.337514,887,-6,A,America/Chicago,wisconsin
MSO,Missoula Intl,46.916306,-114.090556,3205,-7,A,America/Denver,montana
MSP,Minneapolis St Paul Intl,44.881956,-93.221767,841,-6,A,America/Chicago,minnesota
MSS,Massena Intl Richards Fld,44.935833,-74.845547,215,-5,A,America/New_York,new york
MSY,Louis Armstrong New Orleans Intl,29.993389,-90.258028,4,-6,A,America/Chicago,louisiana
MTC,Selfridge Angb,42.608333,-82.8355,580,-5,A,America/New_York,michigan
MTH,Florida Keys Marathon Airport,24.726111,-81.051389,7,-5,A,America/New_York,florida
MTJ,Montrose Regional Airport,38.509794,-107.894242,5759,-7,A,America/Denver,colorado
MTM,Metlakatla Seaplane Base,55.131111,-131.578056,0,-9,A,America/Anchorage,alaska
MTN,Martin State,39.3256667,-76.4137778,22,-5,A,America/New_York,maryland
MUE,Waimea Kohala,20.1328,-155.668108,2671,-10,A,Pacific/Honolulu,hawaii
MUI,Muir Aaf,40.434811,-76.569411,489,-5,A,America/New_York,pennsylvania
MUO,Mountain Home Afb,43.43603,-115.872431,2996,-7,A,America/Denver,idaho
MVL,Morrisville Stowe State Airport,44.535,-72.614,732,-5,A,America/New_York,vermont
MVY,Martha\\'s Vineyard,41.391667,-70.615278,67,-5,A,America/New_York,massachusetts
MWA,Williamson Country Regional Airport,37.7549569,-89.0110936,472,-6,A,America/Chicago,illinois
MWC,Lawrence J Timmerman Airport,43.1103889,-88.0344167,745,-6,A,America/Chicago,wisconsin
MWH,Grant Co Intl,47.207708,-119.32019,1185,-8,A,America/Los_Angeles,washington
MWL,Mineral Wells,32.781606,-98.060175,974,-6,A,America/Chicago,texas
MWM,Windom Municipal Airport,43.9134017,-95.1094083,1410,-6,A,America/Chicago,california
MXF,Maxwell Afb,32.382944,-86.365778,171,-6,A,America/Chicago,alabama
MXY,McCarthy Airport,61.4370608,-142.9030737,1531,-9,U,America/Anchorage,alaska
MYF,Montgomery Field,32.4759,117.759,17,8,A,Asia/Chongqing,california
MYL,McCall Municipal Airport,44.889722,-116.101389,5021,-7,A,America/Denver,idaho
